id,user_id,created_at,platform
76,459,8/4/2015 23:22,iOS
77,272,8/14/2015 17:51,Android
78,146,11/8/2015 3:39,iOS
79,474,9/22/2015 7:03,Web
80,225,9/15/2015 1:32,Web
81,269,10/15/2015 17:58,Web
82,199,10/24/2015 16:12,Android
83,151,11/7/2015 1:35,Android
84,385,10/1/2015 21:01,Android
85,437,11/21/2015 17:11,Android
86,401,9/13/2015 6:56,iOS
87,69,8/19/2015 6:57,Web
88,10,10/24/2015 10:29,Web
89,481,11/22/2015 7:28,Web
90,46,10/20/2015 15:02,Web
91,93,9/5/2015 14:55,Web
92,78,9/6/2015 16:02,Android
93,320,8/30/2015 11:01,iOS
94,102,10/10/2015 9:46,Web
95,82,10/4/2015 21:07,Web
96,484,8/24/2015 16:48,Web
97,307,9/9/2015 12:40,iOS
98,485,10/12/2015 2:14,Android
99,86,10/2/2015 17:09,Android
100,270,9/17/2015 7:15,Web
101,377,10/31/2015 17:16,Web
102,481,11/1/2015 23:09,iOS
103,488,10/17/2015 10:03,Web
104,198,11/3/2015 1:16,Android
105,290,8/7/2015 9:55,iOS
106,284,8/24/2015 13:01,Web
107,234,8/9/2015 19:21,Web
108,389,10/16/2015 22:52,iOS
109,395,10/2/2015 6:11,Web
110,440,10/7/2015 15:34,Web
111,258,8/11/2015 10:46,Android
112,485,9/23/2015 11:10,iOS
113,59,10/14/2015 19:05,Web
114,480,8/22/2015 12:18,iOS
115,385,11/11/2015 7:38,iOS
116,170,11/19/2015 15:53,iOS
117,55,8/22/2015 1:15,Web
118,412,9/16/2015 11:53,Android
119,55,9/2/2015 13:55,iOS
120,489,8/26/2015 10:46,Android
121,466,8/8/2015 3:08,Android
122,121,8/20/2015 5:39,Web
123,461,8/12/2015 13:29,iOS
124,40,8/18/2015 5:57,Web
125,168,8/28/2015 0:50,Android
126,135,11/13/2015 10:18,iOS
127,321,9/19/2015 18:07,Web
128,53,11/23/2015 15:26,iOS
129,475,11/16/2015 1:22,Web
130,186,8/24/2015 6:27,Android
131,466,9/22/2015 15:51,Android
132,345,9/27/2015 5:37,Web
133,337,9/28/2015 12:27,Android
134,414,11/17/2015 16:14,Web
135,471,9/12/2015 0:46,Android
136,127,9/12/2015 0:13,Web
137,337,11/24/2015 7:17,Web
138,311,8/9/2015 16:12,Web
139,213,8/29/2015 11:39,Android
140,115,11/2/2015 10:56,Android
141,230,8/10/2015 8:29,iOS
142,280,10/17/2015 21:42,Android
143,456,8/28/2015 15:55,iOS
144,344,9/7/2015 9:04,Android
145,107,10/24/2015 16:21,Web
146,91,8/17/2015 9:30,iOS
147,352,9/23/2015 9:53,Android
148,294,8/29/2015 3:07,Web
149,276,8/29/2015 12:52,Android
150,476,8/14/2015 3:17,Web
151,245,9/15/2015 6:39,Android
152,123,9/26/2015 8:34,Android
153,238,11/25/2015 13:54,iOS
154,451,8/25/2015 22:45,Android
155,462,9/14/2015 12:59,Web
156,325,11/27/2015 10:35,Android
157,234,11/23/2015 0:15,iOS
158,74,9/16/2015 14:40,Android
159,429,9/18/2015 14:48,Web
160,304,11/12/2015 23:34,Android
161,403,8/22/2015 4:02,iOS
162,265,11/19/2015 12:33,Android
163,54,11/3/2015 19:19,Android
164,410,10/10/2015 17:44,Android
165,464,8/24/2015 7:14,iOS
166,379,10/4/2015 20:45,Web
167,82,11/15/2015 3:49,Android
168,405,11/18/2015 20:13,Web
169,197,10/30/2015 10:26,iOS
170,17,8/9/2015 4:46,Android
171,98,8/22/2015 21:03,iOS
172,115,10/30/2015 19:59,Android
173,301,9/9/2015 8:59,Android
174,231,11/8/2015 3:16,Web
175,115,8/22/2015 21:25,Web
176,162,10/4/2015 8:06,Web
177,438,10/24/2015 11:15,Android
178,246,8/11/2015 7:44,iOS
179,200,9/8/2015 9:34,Android
180,52,10/29/2015 14:14,Android
181,273,9/5/2015 13:37,iOS
182,234,10/7/2015 10:54,iOS
183,427,9/3/2015 17:18,Android
184,94,9/11/2015 0:14,Android
185,410,10/27/2015 4:24,iOS
186,443,10/5/2015 5:16,Android
187,47,9/20/2015 3:01,iOS
188,291,11/16/2015 10:17,Web
189,87,10/26/2015 7:18,Web
190,444,9/8/2015 8:39,Android
191,175,10/26/2015 1:39,Android
192,224,11/3/2015 10:09,iOS
193,418,9/16/2015 12:53,Web
194,224,8/26/2015 14:10,Web
195,254,10/9/2015 4:22,Android
196,271,9/12/2015 10:31,Android
197,236,9/25/2015 13:23,iOS
198,1,8/24/2015 6:50,Android
199,403,8/13/2015 4:28,iOS
200,291,9/2/2015 9:02,iOS
201,336,10/21/2015 11:17,iOS
202,9,8/4/2015 23:24,Android
203,165,11/22/2015 5:56,iOS
204,310,8/26/2015 18:56,iOS
205,410,10/18/2015 7:00,Android
206,322,10/31/2015 18:00,Android
207,188,9/14/2015 13:47,iOS
208,140,8/27/2015 18:10,Web
209,164,10/23/2015 0:53,Web
210,61,10/6/2015 4:16,Web
211,96,9/29/2015 4:28,iOS
212,409,9/3/2015 22:50,Web
213,334,11/20/2015 1:51,Android
214,174,8/9/2015 4:53,Android
215,454,8/23/2015 20:48,Web
216,329,8/19/2015 7:49,Android
217,452,8/30/2015 1:57,iOS
218,448,10/31/2015 9:36,Android
219,210,11/18/2015 16:16,Web
220,232,10/28/2015 8:37,Web
221,193,10/7/2015 16:19,Web
222,347,11/8/2015 16:16,Web
223,371,9/26/2015 9:38,Android
224,164,8/13/2015 8:21,Android
225,26,9/22/2015 5:27,Web
226,395,10/15/2015 17:29,iOS
227,423,11/3/2015 4:04,Android
228,440,11/27/2015 16:01,iOS
229,390,9/6/2015 7:07,Web
230,385,8/10/2015 2:56,Web
231,47,10/27/2015 20:34,Android
232,194,11/11/2015 20:52,Android
233,2,11/23/2015 14:36,Android
234,54,10/21/2015 5:40,Android
235,186,8/31/2015 2:04,Android
236,437,10/5/2015 12:03,Android
237,57,11/6/2015 11:27,Android
238,319,9/19/2015 3:43,Web
239,228,11/3/2015 20:21,iOS
240,397,10/22/2015 15:58,iOS
241,408,9/4/2015 15:57,iOS
242,387,8/26/2015 7:42,Web
243,112,10/19/2015 3:00,Web
244,57,11/6/2015 6:21,Android
245,55,11/24/2015 9:01,Android
246,249,11/16/2015 11:42,Android
247,87,9/11/2015 12:26,iOS
248,352,10/1/2015 12:35,Web
249,55,10/25/2015 11:56,Android
250,451,10/11/2015 15:27,Android
251,226,9/24/2015 17:22,Web
252,211,11/22/2015 11:09,Web
253,44,11/18/2015 13:55,Web
254,80,8/9/2015 8:27,Web
255,156,10/14/2015 5:44,Android
256,36,10/23/2015 15:56,Web
257,189,8/5/2015 22:31,iOS
258,439,8/14/2015 4:50,Web
259,370,9/30/2015 11:55,Web
260,404,9/9/2015 22:04,iOS
261,197,8/15/2015 12:08,Android
262,431,9/1/2015 4:31,Web
263,327,10/19/2015 19:36,iOS
264,103,10/6/2015 1:02,Android
265,193,8/5/2015 16:13,iOS
266,221,9/14/2015 6:21,Web
267,49,9/21/2015 3:40,Android
268,40,11/27/2015 2:13,Web
269,488,11/19/2015 19:03,Android
270,188,9/10/2015 19:16,Android
271,395,8/9/2015 6:37,Web
272,373,10/20/2015 23:16,Android
273,251,9/14/2015 19:09,Web
274,334,8/12/2015 4:16,Android
275,241,11/4/2015 6:54,Android
276,219,11/12/2015 20:36,iOS
277,458,10/10/2015 1:56,Android
278,466,11/25/2015 5:53,Web
279,230,11/6/2015 3:48,iOS
280,281,11/9/2015 16:19,iOS
281,63,10/1/2015 9:13,Android
282,350,11/17/2015 10:49,Web
283,484,9/1/2015 20:47,Web
284,33,11/23/2015 21:52,Android
285,426,10/26/2015 18:31,Android
286,54,8/21/2015 17:32,iOS
287,428,8/31/2015 20:02,iOS
288,103,8/16/2015 22:26,iOS
289,34,11/21/2015 4:24,iOS
290,387,9/14/2015 5:32,Web
291,323,8/4/2015 22:26,iOS
292,272,8/18/2015 8:05,Web
293,383,10/14/2015 15:20,Android
294,64,10/27/2015 8:56,iOS
295,210,10/26/2015 8:34,Android
296,140,10/4/2015 8:10,Web
297,461,8/7/2015 14:13,Android
298,433,11/4/2015 1:51,iOS
299,406,9/18/2015 13:59,Web
300,20,8/10/2015 16:09,Android
301,413,10/17/2015 11:11,Android
302,406,10/7/2015 14:58,iOS
303,134,8/12/2015 4:25,iOS
304,139,10/2/2015 3:04,Web
305,257,10/11/2015 18:28,Android
306,82,10/19/2015 3:08,iOS
307,388,11/12/2015 11:54,Android
308,339,9/25/2015 16:32,Android
309,291,10/25/2015 20:47,Web
310,471,11/8/2015 15:27,Android
311,248,10/17/2015 20:57,iOS
312,265,10/1/2015 16:34,iOS
313,287,8/23/2015 21:36,Web
314,495,11/27/2015 10:14,Web
315,30,9/16/2015 15:18,Android
316,491,9/1/2015 23:48,iOS
317,213,9/10/2015 8:40,iOS
318,257,11/21/2015 13:20,iOS
319,436,11/25/2015 4:34,Android
320,390,9/28/2015 16:28,Android
321,44,9/9/2015 3:53,Web
322,132,8/5/2015 17:26,Web
323,175,11/23/2015 10:37,Web
324,254,9/12/2015 4:37,iOS
325,281,8/20/2015 19:44,Web
326,19,9/9/2015 4:08,Android
327,75,9/19/2015 7:21,Web
328,222,11/15/2015 18:00,Android
329,183,8/15/2015 15:02,Android
330,488,9/4/2015 3:38,Android
331,225,10/23/2015 18:57,Web
332,145,8/23/2015 14:02,Android
333,2,10/3/2015 0:14,Web
334,346,9/26/2015 13:34,Android
335,429,9/4/2015 14:53,Android
336,346,8/11/2015 21:16,Android
337,46,10/9/2015 1:39,Web
338,81,8/30/2015 15:20,iOS
339,341,9/14/2015 1:47,iOS
340,309,11/8/2015 5:38,Android
341,409,11/13/2015 8:14,iOS
342,318,8/20/2015 9:12,Web
343,398,11/13/2015 22:12,iOS
344,231,9/9/2015 10:35,Android
345,450,9/28/2015 10:59,Android
346,64,10/8/2015 0:12,Web
347,401,10/28/2015 4:47,Android
348,228,8/28/2015 17:35,iOS
349,378,9/12/2015 16:57,Android
350,347,9/6/2015 10:57,iOS
351,402,9/24/2015 5:57,Web
352,162,9/28/2015 20:13,Web
353,375,11/17/2015 18:13,Web
354,330,8/16/2015 18:08,iOS
355,87,8/22/2015 16:10,iOS
356,429,10/25/2015 18:34,Android
357,83,9/24/2015 20:39,Android
358,432,9/5/2015 15:00,Web
359,208,9/4/2015 5:59,iOS
360,374,9/7/2015 1:55,Web
361,14,10/3/2015 22:39,Web
362,214,11/19/2015 3:23,Android
363,17,11/17/2015 8:27,iOS
364,273,8/8/2015 15:35,iOS
365,28,10/22/2015 8:21,Web
366,82,10/6/2015 23:30,Web
367,20,11/10/2015 15:48,iOS
368,336,10/1/2015 15:42,iOS
369,125,11/15/2015 23:04,iOS
370,144,9/13/2015 11:46,Web
371,469,9/14/2015 17:47,iOS
372,458,8/27/2015 9:39,iOS
373,240,8/7/2015 3:33,Web
374,5,9/8/2015 9:05,Android
375,37,9/20/2015 0:49,Web
376,268,9/10/2015 6:39,iOS
377,289,9/3/2015 4:17,Android
378,182,8/7/2015 15:52,Web
379,124,8/23/2015 2:26,iOS
380,480,8/12/2015 17:57,Web
381,360,11/18/2015 22:04,Web
382,247,9/21/2015 21:36,Web
383,467,9/27/2015 21:57,iOS
384,183,11/4/2015 5:57,Android
385,446,9/15/2015 3:23,Android
386,474,10/20/2015 6:23,Android
387,327,8/25/2015 17:59,Web
388,155,8/27/2015 10:19,Android
389,418,11/10/2015 16:21,iOS
390,171,9/17/2015 11:10,iOS
391,390,11/16/2015 8:31,iOS
392,247,9/29/2015 6:18,Android
393,357,8/15/2015 8:02,Android
394,376,8/16/2015 15:27,Web
395,311,11/10/2015 4:07,iOS
396,403,8/15/2015 23:01,Web
397,360,8/25/2015 22:42,Android
398,31,8/31/2015 12:29,Android
399,239,9/10/2015 7:07,Web
400,75,10/5/2015 7:53,Android
401,89,10/22/2015 16:51,Web
402,131,8/31/2015 3:59,iOS
403,194,9/23/2015 14:07,iOS
404,338,9/19/2015 14:23,Android
405,163,8/11/2015 16:29,iOS
406,56,10/23/2015 9:15,Web
407,245,11/10/2015 4:13,Web
408,455,10/23/2015 19:52,Web
409,333,8/17/2015 20:27,Web
410,199,10/20/2015 10:54,Web
411,34,9/14/2015 14:25,iOS
412,462,9/4/2015 3:41,Android
413,123,9/22/2015 14:36,Android
414,99,9/18/2015 8:21,iOS
415,385,8/5/2015 19:32,iOS
416,57,8/23/2015 1:08,iOS
417,19,9/26/2015 17:08,Android
418,437,10/10/2015 19:35,Web
419,392,10/10/2015 21:41,iOS
420,298,11/7/2015 0:17,Android
421,499,10/22/2015 6:55,Android
422,53,10/25/2015 5:27,Web
423,489,11/9/2015 2:59,Android
424,249,11/17/2015 8:02,Android
425,47,8/20/2015 9:26,Web
426,37,10/11/2015 10:00,Web
427,183,9/14/2015 10:45,Web
428,434,10/9/2015 11:19,Web
429,278,9/14/2015 22:44,Android
430,477,9/6/2015 5:48,Android
431,339,11/22/2015 20:34,iOS
432,187,10/21/2015 2:14,Web
433,25,8/11/2015 3:01,Web
434,400,11/8/2015 1:36,Web
435,439,9/5/2015 21:24,Android
436,338,10/13/2015 8:14,Web
437,255,11/13/2015 11:12,iOS
438,139,8/28/2015 13:53,Web
439,133,11/22/2015 3:47,iOS
440,26,10/6/2015 12:23,Android
441,41,8/17/2015 19:46,Android
442,235,8/19/2015 9:24,Android
443,382,10/27/2015 4:56,Android
444,321,9/14/2015 16:27,Web
445,128,8/8/2015 13:08,Android
446,156,11/18/2015 23:46,Android
447,117,10/19/2015 8:45,Android
448,142,11/15/2015 17:37,Android
449,332,11/5/2015 8:11,Web
450,209,9/13/2015 15:47,Web
451,105,8/29/2015 4:34,iOS
452,370,10/14/2015 21:17,Web
453,409,10/6/2015 0:06,iOS
454,47,11/8/2015 21:26,Web
455,329,8/18/2015 11:30,iOS
456,213,11/9/2015 23:30,iOS
457,403,8/6/2015 18:44,Android
458,498,9/2/2015 4:22,Android
459,441,9/20/2015 12:12,Web
460,336,10/19/2015 22:50,Web
461,487,8/5/2015 0:11,iOS
462,0,10/28/2015 8:37,Android
463,83,9/16/2015 7:33,iOS
464,185,9/28/2015 21:37,iOS
465,488,11/1/2015 22:31,iOS
466,63,10/7/2015 6:56,Android
467,79,11/27/2015 10:47,Android
468,123,10/13/2015 17:10,iOS
469,137,11/12/2015 22:24,iOS
470,249,11/4/2015 8:35,Android
471,205,10/25/2015 5:48,Android
472,80,10/26/2015 7:55,Web
473,208,8/19/2015 10:24,iOS
474,293,9/4/2015 22:13,Android
475,19,9/4/2015 12:44,iOS
476,415,8/27/2015 11:20,Web
477,338,8/15/2015 10:09,Android
478,255,11/19/2015 6:17,iOS
479,250,11/8/2015 12:40,iOS
480,143,8/12/2015 14:57,Android
481,277,9/26/2015 16:43,Android
482,69,8/9/2015 7:19,Android
483,317,11/1/2015 12:04,Web
484,144,9/26/2015 20:09,Android
485,236,8/9/2015 1:11,iOS
486,401,8/24/2015 17:14,iOS
487,286,8/9/2015 13:14,Web
488,340,10/31/2015 10:25,iOS
489,240,10/4/2015 20:57,Web
490,205,10/13/2015 5:03,Android
491,354,11/10/2015 2:18,Android
492,344,10/10/2015 1:27,Android
493,369,11/26/2015 11:40,Web
494,199,9/26/2015 9:22,iOS
495,7,10/10/2015 8:42,Web
496,198,10/27/2015 15:54,Android
497,56,8/20/2015 21:59,Android
498,316,11/15/2015 5:45,Android
499,165,10/20/2015 10:59,Android
500,82,10/25/2015 19:06,Android
501,268,9/16/2015 2:14,Web
502,298,10/3/2015 18:05,Android
503,375,11/9/2015 6:06,Android
504,115,9/7/2015 1:41,iOS
505,68,11/5/2015 1:38,iOS
506,38,9/10/2015 6:00,Web
507,416,8/30/2015 3:54,iOS
508,370,9/12/2015 12:19,iOS
509,36,11/1/2015 18:47,Web
510,386,10/2/2015 16:20,iOS
511,470,10/8/2015 2:05,Android
512,105,11/22/2015 2:42,Android
513,373,10/8/2015 11:34,Android
514,401,10/7/2015 9:55,iOS
515,342,11/23/2015 21:36,iOS
516,425,8/13/2015 13:00,iOS
517,180,11/27/2015 1:28,iOS
518,378,9/4/2015 5:10,iOS
519,64,10/12/2015 22:34,iOS
520,448,11/22/2015 14:07,Android
521,259,8/22/2015 6:49,Web
522,340,9/18/2015 19:02,Android
523,54,9/25/2015 15:42,iOS
524,109,8/17/2015 17:00,Web
525,437,9/17/2015 6:48,Android
526,182,10/7/2015 9:28,iOS
527,138,8/12/2015 13:19,Web
528,354,11/11/2015 9:39,Web
529,123,9/3/2015 12:42,Android
530,435,9/25/2015 8:47,Web
531,257,10/3/2015 10:40,Android
532,429,11/12/2015 23:41,Android
533,143,8/24/2015 14:44,Web
534,440,10/6/2015 7:34,Web
535,192,10/18/2015 19:28,Web
536,389,8/5/2015 17:58,Android
537,362,10/7/2015 19:33,iOS
538,331,9/12/2015 2:32,Android
539,408,9/19/2015 22:21,Web
540,128,11/18/2015 21:13,iOS
541,86,11/8/2015 18:42,Web
542,384,10/25/2015 22:18,Web
543,203,8/13/2015 9:04,iOS
544,307,9/29/2015 17:43,Web
545,407,8/28/2015 3:05,iOS
546,131,11/16/2015 3:16,Android
547,208,8/21/2015 1:25,Web
548,445,9/12/2015 4:22,iOS
549,458,11/10/2015 9:13,Web
550,57,11/23/2015 12:45,Web
551,159,8/19/2015 10:01,iOS
552,426,8/26/2015 21:12,Web
553,402,9/24/2015 14:45,iOS
554,299,11/24/2015 22:31,iOS
555,171,11/2/2015 11:48,iOS
556,166,10/19/2015 2:48,Android
557,78,9/9/2015 15:30,iOS
558,208,11/15/2015 23:01,Web
559,140,11/13/2015 10:07,Android
560,131,11/17/2015 1:43,Android
561,227,9/20/2015 5:35,iOS
562,429,9/7/2015 18:15,Web
563,93,8/22/2015 18:44,Android
564,286,9/8/2015 16:50,iOS
565,102,8/14/2015 1:50,Android
566,362,10/10/2015 13:33,Android
567,39,10/21/2015 18:26,iOS
568,31,11/15/2015 1:23,iOS
569,48,8/21/2015 21:04,Android
570,26,9/6/2015 8:49,Web
571,102,8/12/2015 16:25,Android
572,149,9/6/2015 10:15,Android
573,285,10/31/2015 23:25,iOS
574,472,10/9/2015 7:04,Web
575,407,8/21/2015 13:29,Android
576,305,8/20/2015 21:43,iOS
577,404,8/13/2015 4:23,iOS
578,3,10/1/2015 10:32,Android
579,134,8/10/2015 3:47,iOS
580,37,9/24/2015 13:47,iOS
581,170,10/31/2015 19:57,Android
582,229,10/10/2015 14:40,iOS
583,273,10/30/2015 17:41,Android
584,166,11/2/2015 2:51,Web
585,84,9/3/2015 7:04,Web
586,100,9/14/2015 16:32,Android
587,194,8/7/2015 23:01,Web
588,378,8/4/2015 20:18,iOS
589,424,9/2/2015 7:54,iOS
590,476,8/22/2015 6:30,Web
591,458,10/28/2015 2:07,Web
592,435,9/16/2015 23:39,Android
593,434,11/24/2015 23:12,Android
594,253,11/5/2015 21:38,Web
595,47,11/20/2015 7:23,iOS
596,269,8/16/2015 15:58,Android
597,133,9/1/2015 2:58,iOS
598,236,8/16/2015 6:01,Web
599,74,10/20/2015 8:52,Web
600,273,10/24/2015 17:58,iOS
601,241,11/13/2015 21:14,Web
602,317,10/13/2015 13:05,iOS
603,161,11/26/2015 6:39,iOS
604,136,8/17/2015 20:03,Android
605,98,11/10/2015 0:56,Android
606,100,9/29/2015 12:55,iOS
607,458,8/16/2015 19:33,Android
608,303,9/13/2015 14:40,iOS
609,342,10/1/2015 21:12,Web
610,146,11/27/2015 14:45,Web
611,25,8/26/2015 17:17,Android
612,481,10/4/2015 16:15,iOS
613,324,8/6/2015 3:40,iOS
614,318,10/21/2015 23:07,Web
615,467,8/17/2015 6:19,Android
616,357,8/22/2015 3:16,iOS
617,9,8/4/2015 5:52,iOS
618,404,8/30/2015 2:44,iOS
619,211,8/31/2015 4:28,Web
620,453,10/3/2015 21:57,Web
621,3,10/3/2015 0:00,Web
622,407,8/15/2015 10:36,Web
623,447,8/8/2015 1:38,Android
624,209,8/18/2015 21:00,iOS
625,307,8/29/2015 10:55,Web
626,96,11/19/2015 23:01,iOS
627,103,8/18/2015 8:06,Web
628,156,9/28/2015 8:26,iOS
629,355,11/9/2015 22:44,iOS
630,385,10/21/2015 7:50,Android
631,105,9/8/2015 14:15,Web
632,70,10/10/2015 13:50,Web
633,77,9/22/2015 19:56,iOS
634,433,8/11/2015 0:32,Android
635,238,9/4/2015 8:47,iOS
636,379,8/28/2015 6:02,iOS
637,171,11/23/2015 20:27,Web
638,319,11/9/2015 8:03,Android
639,219,11/22/2015 1:03,Web
640,304,10/8/2015 2:57,iOS
641,96,8/25/2015 5:40,Web
642,197,9/6/2015 3:32,Android
643,260,10/27/2015 16:10,Android
644,68,10/27/2015 6:38,Web
645,466,10/1/2015 2:22,Web
646,330,10/7/2015 20:36,iOS
647,434,11/22/2015 22:00,Web
648,440,11/15/2015 3:05,Android
649,39,9/10/2015 1:14,iOS
650,111,9/24/2015 8:01,Android
651,461,10/10/2015 7:22,Web
652,355,9/1/2015 9:26,iOS
653,68,11/2/2015 11:30,Web
654,45,10/1/2015 16:05,iOS
655,234,10/1/2015 20:06,iOS
656,370,9/4/2015 5:28,Android
657,443,10/7/2015 10:02,Android
658,56,11/13/2015 22:52,Web
659,113,10/25/2015 16:16,iOS
660,353,10/24/2015 12:38,Android
661,259,8/5/2015 23:31,iOS
662,10,11/13/2015 12:56,Android
663,269,11/25/2015 21:22,iOS
664,54,11/15/2015 1:14,iOS
665,290,9/10/2015 1:11,Web
666,210,11/2/2015 20:51,iOS
667,439,10/25/2015 1:18,iOS
668,295,9/19/2015 4:39,Android
669,115,10/3/2015 4:50,iOS
670,208,11/6/2015 14:58,iOS
671,38,11/27/2015 12:56,Android
672,449,9/28/2015 16:06,Android
673,317,8/19/2015 13:14,iOS
674,118,9/1/2015 21:42,Android
675,161,9/15/2015 4:05,Android
676,95,9/15/2015 2:45,iOS
677,152,9/10/2015 10:10,iOS
678,215,11/25/2015 15:35,Android
679,489,10/29/2015 20:23,Web
680,457,11/3/2015 20:45,iOS
681,12,8/9/2015 6:02,Android
682,378,9/5/2015 9:16,iOS
683,33,10/17/2015 6:16,Web
684,362,10/20/2015 8:44,iOS
685,187,9/21/2015 4:10,Web
686,76,9/29/2015 1:47,Web
687,165,9/22/2015 4:00,Web
688,256,8/25/2015 6:34,Android
689,323,9/9/2015 8:22,Android
690,103,9/16/2015 15:55,iOS
691,89,9/16/2015 6:31,Web
692,182,9/13/2015 8:19,Android
693,185,11/2/2015 3:19,Web
694,478,10/30/2015 12:40,Android
695,224,10/13/2015 19:51,Web
696,224,9/29/2015 3:11,Android
697,362,8/21/2015 5:00,iOS
698,78,8/8/2015 13:17,iOS
699,131,9/29/2015 1:39,Android
700,52,9/8/2015 5:58,Android
701,411,8/15/2015 7:53,Web
702,411,11/17/2015 2:50,iOS
703,6,9/6/2015 16:44,Android
704,7,11/26/2015 23:22,Android
705,54,10/10/2015 4:10,Android
706,111,9/5/2015 22:59,Android
707,57,9/14/2015 23:41,iOS
708,55,9/10/2015 17:41,Android
709,429,10/19/2015 11:41,Web
710,226,11/11/2015 15:42,iOS
711,55,9/5/2015 15:49,Web
712,174,8/26/2015 20:57,Web
713,337,10/24/2015 5:53,Android
714,250,11/19/2015 6:54,Web
715,492,8/5/2015 3:09,Android
716,338,10/23/2015 2:05,Web
717,255,9/6/2015 8:15,Web
718,320,10/22/2015 0:50,iOS
719,428,10/18/2015 7:43,Web
720,290,10/21/2015 14:08,iOS
721,277,11/12/2015 22:00,Web
722,456,10/7/2015 15:04,Web
723,131,8/5/2015 9:24,Web
724,435,8/25/2015 11:43,Web
725,494,8/24/2015 0:10,Web
726,2,11/6/2015 5:14,Web
727,174,10/30/2015 19:12,Web
728,30,10/6/2015 5:17,Android
729,495,8/18/2015 7:33,iOS
730,464,11/23/2015 18:41,Web
731,488,9/20/2015 13:28,iOS
732,404,9/18/2015 23:03,Android
733,297,8/24/2015 6:41,iOS
734,150,9/11/2015 19:28,iOS
735,349,9/5/2015 9:56,Android
736,248,10/2/2015 16:09,Android
737,433,9/27/2015 7:51,iOS
738,154,9/18/2015 5:08,Web
739,106,9/4/2015 18:55,Web
740,16,10/31/2015 2:58,iOS
741,136,10/26/2015 4:53,Web
742,426,10/8/2015 19:42,iOS
743,70,11/6/2015 7:09,Web
744,219,10/27/2015 8:46,Android
745,286,8/5/2015 12:52,iOS
746,60,8/18/2015 7:29,Android
747,155,10/10/2015 7:37,iOS
748,264,9/16/2015 3:32,Android
749,138,9/29/2015 16:49,Android
750,225,11/23/2015 9:35,Android
751,259,8/16/2015 20:13,iOS
752,309,10/2/2015 15:41,iOS
753,345,8/11/2015 2:43,Android
754,208,8/5/2015 21:22,Android
755,194,11/27/2015 14:32,Web
756,437,11/27/2015 17:55,Android
757,384,10/23/2015 14:34,Android
758,408,8/31/2015 11:05,iOS
759,179,10/24/2015 16:11,iOS
760,341,10/20/2015 6:22,Android
761,159,8/8/2015 17:31,Web
